workload,mode,iteration,context_tokens,input_tokens,component,layer,time_us
decode,instrumented,28,32,1,decoder_layer,23,1995.561
decode,instrumented,28,32,1,decoder_layer,24,1969.256
decode,instrumented,28,32,1,decoder_layer,25,1800.684
decode,instrumented,28,32,1,decoder_layer,26,1835.977
decode,instrumented,28,32,1,decoder_layer,27,1882.975
decode,instrumented,28,32,1,decoder_layers_total,-1,56138.882
decode,instrumented,28,32,1,decoder_shard_total,-1,56145.199
decode,instrumented,28,32,1,final_norm,-1,19.628
decode,instrumented,28,32,1,lm_head,-1,10204.204
decode,instrumented,28,32,1,head_shard_total,-1,10223.832
decode,instrumented,28,32,1,graph_sum,-1,66369.031
decode,instrumented,28,32,1,llama_decode_wall,-1,66540.699
decode,instrumented,28,32,1,outside_timed_stages,-1,171.668
decode,instrumented,29,32,1,embedding,-1,4.239
decode,instrumented,29,32,1,decoder_layer,0,1865.842
decode,instrumented,29,32,1,decoder_layer,1,1835.456
decode,instrumented,29,32,1,decoder_layer,2,1865.514
decode,instrumented,29,32,1,decoder_layer,3,1892.789
decode,instrumented,29,32,1,decoder_layer,4,1849.940
decode,instrumented,29,32,1,decoder_layer,5,4860.916
decode,instrumented,29,32,1,decoder_layer,6,1936.179
decode,instrumented,29,32,1,decoder_layer,7,2899.414
decode,instrumented,29,32,1,decoder_layer,8,1851.680
decode,instrumented,29,32,1,decoder_layer,9,1867.031
decode,instrumented,29,32,1,decoder_layer,10,1831.967
decode,instrumented,29,32,1,decoder_layer,11,1820.533
decode,instrumented,29,32,1,decoder_layer,12,1868.524
decode,instrumented,29,32,1,decoder_layer,13,1852.649
decode,instrumented,29,32,1,decoder_layer,14,1949.965
decode,instrumented,29,32,1,decoder_layer,15,2053.972
decode,instrumented,29,32,1,decoder_layer,16,2089.578
decode,instrumented,29,32,1,decoder_layer,17,2120.052
decode,instrumented,29,32,1,decoder_layer,18,2120.508
decode,instrumented,29,32,1,decoder_layer,19,2034.924
decode,instrumented,29,32,1,decoder_layer,20,1967.030
decode,instrumented,29,32,1,decoder_layer,21,1887.236
decode,instrumented,29,32,1,decoder_layer,22,2278.992
decode,instrumented,29,32,1,decoder_layer,23,1952.999
decode,instrumented,29,32,1,decoder_layer,24,1906.153
decode,instrumented,29,32,1,decoder_layer,25,1964.194
decode,instrumented,29,32,1,decoder_layer,26,2575.971
decode,instrumented,29,32,1,decoder_layer,27,1860.210
decode,instrumented,29,32,1,decoder_layers_total,-1,58860.218
decode,instrumented,29,32,1,decoder_shard_total,-1,58864.457
decode,instrumented,29,32,1,final_norm,-1,17.401
decode,instrumented,29,32,1,lm_head,-1,10168.795
decode,instrumented,29,32,1,head_shard_total,-1,10186.196
decode,instrumented,29,32,1,graph_sum,-1,69050.653
decode,instrumented,29,32,1,llama_decode_wall,-1,69195.457
decode,instrumented,29,32,1,outside_timed_stages,-1,144.804
